,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
56153,9777 S Las Vegas Blvd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WiFi': 'free', 'DogsAllowed': False, 'GoodForKids': True}",p0iEUamJVp_QpaheE-Nz_g,"['Hotels & Travel', 'Event Planning & Services', 'Casinos', 'Day Spas', 'Hotels', 'Beauty & Spas', 'Arts & Entertainment']",Las Vegas,"{'Monday': '7:00-7:00', 'Tuesday': '7:00-7:00', 'Friday': '7:00-7:00', 'Wednesday': '7:00-7:00', 'Thursday': '7:00-7:00', 'Sunday': '7:00-7:00', 'Saturday': '7:00-7:00'}",1,36.0113572399,-115.175775205,"South Point Hotel, Casino & Spa",Southeast,89183,1392,3.5,NV
56865,475 Dumont Avenue,"{'HasTV': False, 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True}",zMLuz0uKeWV0oF-xgAgWqg,"['Italian', 'Restaurants', 'Event Planning & Services', 'Caterers', 'Pizza']",Dorval,"{'Monday': '11:00-22:00', 'Tuesday': '11:00-22:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Saturday': '17:00-22:00'}",1,45.4468087,-73.7505744,Da Mangione Pizza Pasta,Dorval,H9S 5W2,8,4.5,QC
56936,4201 S Decatur Blvd,{'BusinessAcceptsCreditCards': False},Bi673pHAK0iLxHNomEtrZw,"['Apartments', 'Real Estate', 'Home Services']",Las Vegas,"{'Monday': '9:00-18:00', 'Tuesday': '9:00-18:00', 'Friday': '9:00-18:00', 'Wednesday': '9:00-18:00', 'Thursday': '9:00-18:00', 'Sunday': '12:00-17:00', 'Saturday': '10:00-17:00'}",1,36.1125787,-115.2091812,Boulevard at 4201 Apartments,,89103,28,2.0,NV
57471,"11025 Carolina Place Pkwy, Ste B21","{'AcceptsInsurance': False, 'RestaurantsPriceRange2': 3, 'ByAppointmentOnly': False, 'WheelchairAccessible': True, 'BusinessAcceptsCreditCards': True}",2qVpn3K0ev1o0erKRtojLg,"['Beauty & Spas', 'Massage']",Pineville,{},1,35.0822,-80.8772242,Oasis Massage,,28134,6,3.5,NC
57844,3339 Las Vegas Blvd S,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsTakeOut': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",aSGCy2a57p-vdY8pHVu5Kg,"['Convenience Stores', 'Food', 'Shopping', 'Drugstores', 'Cosmetics & Beauty Supply', 'Photography Stores & Services', 'Beauty & Spas']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.1231395999,-115.170364082,Walgreens,The Strip,89109,161,4.0,NV
57874,1820 E Bell De Mar Dr,"{'BusinessAcceptsCreditCards': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",vU4LIjHpFqTQ-AonRAqblg,"['Apartments', 'Real Estate', 'Home Services']",Tempe,"{'Monday': '9:00-18:00', 'Tuesday': '9:00-18:00', 'Friday': '9:00-18:00', 'Wednesday': '9:00-18:00', 'Thursday': '9:00-18:00', 'Sunday': '12:00-17:00', 'Saturday': '10:00-17:00'}",1,33.3603954,-111.9099823,Villa Blanco,,85283,10,3.0,AZ
57891,"5813 N 7th St, Ste 120","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HairSpecializesIn': {'coloring': True, 'africanamerican': False, 'curly': True, 'perms': True, 'kids': False, 'extensions': True, 'asian': True, 'straightperms': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': True, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",O_8Du5H8WrBwCZmVJpu2-w,"['Beauty & Spas', 'Shopping', 'Makeup Artists', 'Hair Stylists', 'Arts & Entertainment', 'Eyebrow Services', 'Hair Salons', 'Art Galleries']",Phoenix,"{'Monday': '9:00-19:30', 'Tuesday': '9:00-19:30', 'Friday': '9:00-19:30', 'Wednesday': '9:00-19:30', 'Thursday': '9:00-19:30', 'Saturday': '9:00-19:30'}",1,33.522359,-112.0645588,The Root Salon,,85014,264,4.5,AZ
58468,"715 Hill St, Ste 122",{'ByAppointmentOnly': True},UlV-rgCJ9FJqD-RKj3wx5A,"['Beauty & Spas', 'Health & Medical', 'Massage', 'Tai Chi', 'Fitness & Instruction', 'Active Life', 'Massage Therapy']",Madison,"{'Monday': '13:30-21:00', 'Tuesday': '9:00-18:30', 'Wednesday': '12:00-21:00', 'Thursday': '9:00-21:00', 'Sunday': '10:00-16:30', 'Saturday': '10:00-15:00'}",1,43.07464,-89.443477,Premier Bodywork,,53705,3,5.0,WI
59254,"301 S College St, One Wells Fargo Center, Ste 200","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'BikeParking': True, 'AcceptsInsurance': False, 'GoodForKids': False, 'ByAppointmentOnly': False}",UOFTGqJ95xQxeYndG7hbbw,"['Weight Loss Centers', 'Health & Medical', 'Fitness & Instruction', 'Active Life', 'Gyms', 'Local Services', 'Child Care & Day Care']",Charlotte,"{'Monday': '5:00-21:00', 'Tuesday': '5:00-21:00', 'Friday': '5:00-20:30', 'Wednesday': '5:00-21:00', 'Thursday': '5:00-21:00', 'Sunday': '12:00-18:00', 'Saturday': '8:00-18:00'}",1,35.2236883,-80.8443597,Childress Klein YMCA,Uptown,28202,33,4.0,NC
59453,"2741 Losee Rd, Ste K","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",7NX8yDzFMPs35RtlPLcsBA,"['Home Services', 'Home Network Installation', 'Computers', 'Web Design', 'IT Services & Computer Repair', 'Local Services', 'Shopping', 'Data Recovery', 'Professional Services']",North Las Vegas,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-18:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-18:00', 'Saturday': '10:00-18:00'}",1,36.209771,-115.133603,Computer Repair Las Vegas,,89030,103,5.0,NV
59996,3219 N 7th St,{},b12qS86-9a_prAfFIdRD2w,"['Home Services', 'Towing', 'Keys & Locksmiths', 'Roadside Assistance', 'Automotive']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,35.6287183,-105.227032,Highland Wrecker Services,,87701,3,3.5,MN
60801,"1757 E Baseline Rd, Ste 129","{'AcceptsInsurance': True, 'ByAppointmentOnly': True, 'BusinessAcceptsCreditCards': True}",1lAfBPghaWqJiDeM96kRYw,"['Cosmetic Dentists', 'General Dentistry', 'Periodontists', 'Dentists', 'Health & Medical']",Gilbert,"{'Tuesday': '8:00-17:00', 'Friday': '7:00-16:00', 'Wednesday': '8:00-17:00', 'Thursday': '7:00-16:00'}",1,33.3780371246,-111.793075948,Sonoran Vista Dentistry,,85233,30,4.5,AZ
61180,"1012 Market St, Ste 102","{'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': False, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",hNe-alEQGInbZnBytnO2sQ,"['Beauty & Spas', 'Hair Salons', 'Barbers']",Fort Mill,{},1,35.0270661,-80.9690986,Baxter Barber Shop,,29708,5,5.0,SC
61765,2717 Sarah St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'WiFi': 'free', 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'RestaurantsTakeOut': True, 'WheelchairAccessible': True}",eIedjt0mHVKDFmfhtfKSAQ,"['Food', 'Coffee & Tea', 'Desserts']",Pittsburgh,"{'Monday': '6:00-22:00', 'Tuesday': '6:00-22:00', 'Friday': '6:00-22:00', 'Wednesday': '6:00-22:00', 'Thursday': '6:00-22:00', 'Sunday': '7:30-22:00', 'Saturday': '7:30-22:00'}",1,40.4259532,-79.9667075,Big Dog Coffee,South Side,15203,223,4.5,PA
61991,8470 Bellhaven Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'free', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'WheelchairAccessible': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",80omysuPKac8zn1PfRnQRQ,"['Restaurants', 'Salad', 'American (New)', 'Sandwiches']",Charlotte,"{'Tuesday': '17:00-22:00', 'Friday': '17:00-22:00', 'Wednesday': '17:00-22:00', 'Thursday': '17:00-22:00', 'Sunday': '10:00-15:00', 'Saturday': '17:00-22:00'}",1,35.305157,-80.937302,Heirloom Restaurant,,28216,198,4.0,NC
62282,3306-C N Davidson St,"{'DogsAllowed': False, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'WiFi': 'free', 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'RestaurantsTakeOut': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': False}",oLhb7tWPNP5SttENVmGtHw,"['Art Galleries', 'Food', 'Coffee & Tea', 'Breweries', 'Shopping', 'Arts & Entertainment']",Charlotte,"{'Monday': '7:00-22:00', 'Tuesday': '11:00-22:00', 'Friday': '11:00-0:00', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Sunday': '11:00-19:00', 'Saturday': '11:00-0:00'}",1,35.2477994,-80.8040482,Salud Cerveceria,NoDa,28205,16,4.5,NC
62301,11011 W Charleston Blvd,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",RhEvP5flF6KoPriMHmVYGg,"['Hotels & Travel', 'Casinos', 'Beauty & Spas', 'Hotels', 'Day Spas', 'Event Planning & Services', 'Arts & Entertainment']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.1564126328,-115.332846897,Red Rock Casino Resort & Spa,South Summerlin,89135,1424,3.5,NV
62337,4171 S Maryland Pkwy,"{'Open24Hours': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'WheelchairAccessible': True}",GWN4HjjbtYRqO6JxqsNBIg,"['Florists', 'Shopping', 'Flowers & Gifts']",Las Vegas,"{'Monday': '8:00-17:00', 'Tuesday': '8:00-17:00', 'Friday': '8:00-17:00', 'Wednesday': '8:00-17:00', 'Thursday': '8:00-17:00', 'Sunday': '10:00-14:00', 'Saturday': '8:00-17:00'}",1,36.1130419,-115.1382799,English Garden Florist,University,89119,121,4.5,NV
62617,"6435 Dixie Road, Unit 10","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'RestaurantsTableService': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",hKGDI_4BHHkW-D6WsMQN2w,"['Restaurants', 'Japanese']",Mississauga,"{'Monday': '18:00-23:00', 'Tuesday': '18:00-23:00', 'Friday': '18:00-23:00', 'Wednesday': '18:00-23:00', 'Thursday': '18:00-23:00', 'Sunday': '18:00-23:00', 'Saturday': '18:00-23:00'}",0,43.66462,-79.65855,Kaiseki Yu-zen Hashimoto,Hanlan,L5T 1X4,3,3.5,ON
63106,6551 Wilson Mills Rd,"{'AcceptsInsurance': True, 'ByAppointmentOnly': True, 'BusinessAcceptsCreditCards': True}",iu6kjgDD_nHYMsef5oKYcg,"['Doctors', 'Dermatologists', 'Health & Medical']",Cleveland,"{'Friday': '7:00-16:00', 'Tuesday': '7:00-16:00', 'Thursday': '7:00-16:00', 'Wednesday': '7:00-16:00', 'Monday': '7:00-16:00'}",1,41.5393677,-81.4420429,Hirsh Dermatology,,44143,3,5.0,OH
63762,563 W Streetsboro St,{},vQzULD6W4kZk9AIrEb-d4w,"['Health & Medical', 'Retirement Homes']",Hudson,{},1,41.236011,-81.473483,Hudson Elms Nursing Home,,44236,3,2.5,OH
64330,4925 N Scottsdale Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",6Pk9PJOD7EWd1tv3lk0ajA,"['Hotels', 'Hotels & Travel', 'Beauty & Spas', 'Day Spas', 'Event Planning & Services', 'Venues & Event Spaces']",Scottsdale,{},0,33.5088053,-111.9252515,Firesky Resort & Spa,,85251,342,4.0,AZ
65238,"16615 Lancaster Highway, Suite 107","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",Fv3bQyHs3EJrlyq_a5mh1A,"['Skin Care', 'Day Spas', 'Beauty & Spas', 'Massage', 'Medical Spas', 'Health & Medical']",Charlotte,"{'Monday': '8:00-22:00', 'Tuesday': '8:00-22:00', 'Friday': '8:00-22:00', 'Wednesday': '8:00-22:00', 'Thursday': '8:00-22:00', 'Sunday': '10:00-18:00', 'Saturday': '8:00-18:00'}",1,35.024082,-80.848949,Hand & Stone Massage and Facial Spa,Ballantyne,28277,44,4.5,NC
67428,1312 E Indian School Rd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'beer_and_wine', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",kBJfBVaXJtPEKLTov1hJdQ,"['Noodles', 'Restaurants', 'Cambodian', 'Barbeque']",Phoenix,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-21:00', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Sunday': '11:00-22:00', 'Saturday': '11:00-21:00'}",1,33.4948726,-112.0535765,Reathrey Sekong,,85014,409,4.5,AZ
67698,3752 Las Vegas Blvd S,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BikeParking': False, 'AcceptsInsurance': False, 'ByAppointmentOnly': True}",xXzGPEk3OWiQ1Q9oaH9CqQ,"['Hair Salons', 'Massage', 'Day Spas', 'Beauty & Spas']",Las Vegas,"{'Monday': '10:00-20:00', 'Tuesday': '10:00-20:00', 'Friday': '9:00-21:00', 'Wednesday': '10:00-20:00', 'Thursday': '10:00-20:00', 'Sunday': '9:00-21:00', 'Saturday': '9:00-21:00'}",1,36.1059694718,-115.17465055,The Spa,The Strip,89158,120,4.5,NV
70475,7420 Mineral Point Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'AcceptsInsurance': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",n-zlESQPc59T174Mp9cMPQ,"['Day Spas', 'Massage Therapy', 'Health & Medical', 'Massage', 'Beauty & Spas', 'Hair Salons']",Madison,"{'Monday': '8:00-21:00', 'Tuesday': '8:00-21:00', 'Friday': '9:00-17:00', 'Wednesday': '8:00-21:00', 'Thursday': '8:00-21:00', 'Sunday': '10:00-17:00', 'Saturday': '9:00-17:00'}",1,43.0606927,-89.5113268,Rejuvenation Spa,,53717,25,4.0,WI
70497,3 Vantine Ave,{'ByAppointmentOnly': False},_WbkQha0xqf2DnYumHAaqg,"['Home Services', 'Tree Services']",Alburgh,{},1,44.974341,-73.300597,Island Tree Service,,05440,3,3.5,VT
70551,1201 S Park St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}",_sIQY8OQLmny0Ue_Gtra6g,"['Keys & Locksmiths', 'Home Services', 'Shopping', 'Home & Garden', 'Hardware Stores']",Madison,"{'Monday': '7:00-17:00', 'Tuesday': '7:00-17:00', 'Friday': '7:00-17:00', 'Wednesday': '7:00-17:00', 'Thursday': '7:00-17:00', 'Saturday': '8:00-16:00'}",1,43.0538081,-89.3959468,Quality True Value Hardware,Bay Creek,53715,9,5.0,WI
70868,4415 5th Ave,{'AcceptsInsurance': True},qGHpCDLL3DFtAytDhn80Pg,"['General Dentistry', 'Health & Medical', 'Dentists']",Pittsburgh,{},1,40.447309,-79.9513939,Relis Benjamin I DMD,Oakland,15213,5,4.0,PA
71016,"210 E Trade St, E-186","{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}",1TEN7dW_ENutX7abY0jUMw,"['Drugstores', 'Shopping']",Charlotte,{},1,35.225434,-80.8414,CVS Pharmacy,Uptown,28202,21,3.0,NC
71086,3720 S Las Vegas Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}",GI-CAiZ_Gg3h21PwrANB4Q,"['American (Traditional)', 'Seafood', 'Restaurants', 'Steakhouses']",Las Vegas,"{'Monday': '17:00-1:00', 'Tuesday': '17:00-1:00', 'Friday': '17:00-1:00', 'Wednesday': '17:00-1:00', 'Thursday': '17:00-1:00', 'Sunday': '17:00-1:00', 'Saturday': '17:00-1:00'}",1,36.1079241113,-115.174055099,Mastro's Ocean Club,The Strip,89158,1246,4.5,NV
71647,599 Wood St,"{'BusinessAcceptsCreditCards': False, 'ByAppointmentOnly': True}",l1DgVbsf0oGZbqjpeJlVNA,"['Movers', 'Home Services', 'Packing Services']",Pittsburgh,{},1,40.4421188,-79.9994753,Strong Pro Movers,Downtown,15222,49,4.0,PA
